f,f_id,hours,hum,tem
2018-09-04 01:00:00,28915,4,72.3,29.0
2018-09-04 02:00:00,28914,5,70.5,29.5
2018-09-04 03:00:00,28913,6,67.2,30.0
2018-09-04 04:00:00,28912,7,69.2,29.4
2018-09-04 05:00:00,28911,8,71.2,28.9
2018-09-04 06:00:00,28910,9,74.2,28.2
2018-09-04 07:00:00,28909,10,77.9,27.2
2018-09-04 08:00:00,28908,11,81.8,26.4
2018-09-04 09:00:00,28865,6,91.7,24.3
2018-09-04 10:00:00,28907,12,82.7,26.1
2018-09-04 11:00:00,28966,1,78.3,27.2
2018-09-04 12:00:00,28965,2,80.2,26.8
2018-09-04 13:00:00,28964,3,88.7,25.0
2018-09-04 14:00:00,28864,7,92.3,24.1
2018-09-04 15:00:00,28863,8,92.4,24.0
2018-09-04 16:00:00,28862,9,92.6,23.9
2018-09-04 17:00:00,28861,10,93.2,23.9
2018-09-04 18:00:00,28860,11,89.8,24.9
2018-09-04 19:00:00,28859,12,83.7,26.3
2018-09-04 20:00:00,28918,1,83.7,26.6
2018-09-04 21:00:00,30213,2,66.2,30.1
2018-09-04 22:00:00,30212,3,61.5,31.3
2018-09-04 23:00:00,30211,4,55.4,33.0
2018-09-05 00:00:00,30210,5,56.2,32.8
2018-09-05 01:00:00,30209,6,55.3,33.2
2018-09-05 02:00:00,30208,7,56.1,32.8
2018-09-05 03:00:00,30207,8,57.9,32.3
2018-09-05 04:00:00,30206,9,62.4,31.4
2018-09-05 05:00:00,30205,10,67.4,30.1
2018-09-05 06:00:00,30204,11,73.4,28.9
2018-09-05 07:00:00,30203,12,79.3,27.5
2018-09-05 08:00:00,30202,1,79.7,27.3
2018-09-05 09:00:00,30200,2,82.5,26.7
2018-09-05 10:00:00,30198,3,89.0,25.3
2018-09-05 11:00:00,30214,1,74.1,28.1
2018-09-05 12:00:00,30196,4,90.9,24.9
2018-09-05 13:00:00,30194,5,91.9,24.6
2018-09-05 14:00:00,30261,2,68.8,29.3
2018-09-05 15:00:00,30260,3,62.2,30.7
2018-09-05 16:00:00,30259,4,56.8,32.1
2018-09-05 17:00:00,30258,5,54.8,32.8
2018-09-05 18:00:00,30257,6,52.9,33.5
2018-09-05 19:00:00,30256,7,56.7,32.5
2018-09-05 20:00:00,30255,8,62.6,31.0
2018-09-05 21:00:00,30254,9,72.6,29.0
2018-09-05 22:00:00,30253,10,77.0,27.9
2018-09-05 23:00:00,30252,11,81.5,27.1
2018-09-06 00:00:00,30192,6,93.0,24.3
2018-09-06 01:00:00,30251,12,83.5,26.4
2018-09-06 02:00:00,30310,1,79.0,27.6
2018-09-06 03:00:00,30309,2,81.3,27.0
2018-09-06 04:00:00,30308,3,90.6,25.0
2018-09-06 05:00:00,30190,7,93.6,24.1
2018-09-06 06:00:00,30188,8,94.3,24.0
2018-09-06 07:00:00,30186,9,94.4,23.9
2018-09-06 08:00:00,30184,10,93.2,24.0
2018-09-06 09:00:00,30182,11,88.5,25.0
2018-09-06 10:00:00,30180,12,79.7,26.7
2018-09-06 11:00:00,30262,1,76.8,27.6
2018-09-06 12:00:00,30307,4,91.9,24.7
2018-09-06 13:00:00,30306,5,92.4,24.4
2018-09-06 14:00:00,30357,2,69.9,29.9
2018-09-06 15:00:00,30356,3,64.5,31.1
2018-09-06 16:00:00,30355,4,58.7,32.4
2018-09-06 17:00:00,30354,5,56.5,32.9
2018-09-06 18:00:00,30353,6,55.6,33.1
2018-09-06 19:00:00,30352,7,56.5,32.8
2018-09-06 20:00:00,30351,8,59.6,32.0
2018-09-06 21:00:00,30350,9,65.6,30.7
2018-09-06 22:00:00,30349,10,70.4,29.5
2018-09-06 23:00:00,30348,11,76.1,28.4
2018-09-07 00:00:00,30305,6,93.0,24.2
2018-09-07 01:00:00,30347,12,79.7,27.3
2018-09-07 02:00:00,30346,13,83.8,26.6
2018-09-07 03:00:00,30345,14,86.5,26.0
2018-09-07 04:00:00,30344,15,87.8,25.5
2018-09-07 05:00:00,30304,7,93.7,24.0
2018-09-07 06:00:00,30303,8,94.3,23.8
2018-09-07 07:00:00,30302,9,94.3,23.8
2018-09-07 08:00:00,30301,10,94.1,23.9
2018-09-07 09:00:00,30300,11,90.4,24.8
2018-09-07 10:00:00,30299,12,83.0,26.5
2018-09-07 11:00:00,30358,1,75.8,28.5
2018-09-07 12:00:00,30343,16,89.9,25.1
2018-09-07 13:00:00,30342,17,90.8,24.8
2018-09-07 14:00:00,30333,26,70.7,29.6
2018-09-07 15:00:00,30332,27,65.9,30.7
2018-09-07 16:00:00,30331,28,62.1,31.5
2018-09-07 17:00:00,30330,29,60.9,31.8
2018-09-07 18:00:00,30329,30,60.1,31.8
2018-09-07 19:00:00,30328,31,61.4,31.4
2018-09-07 20:00:00,30327,32,62.8,31.0
2018-09-07 21:00:00,30326,33,65.4,30.4
2018-09-07 22:00:00,30325,34,70.8,29.2
2018-09-07 23:00:00,30324,35,75.9,28.1
2018-09-08 00:00:00,30341,18,91.8,24.5
2018-09-08 01:00:00,30323,36,81.1,27.1
2018-09-08 02:00:00,30322,37,84.7,26.5
2018-09-08 03:00:00,30321,38,87.0,25.9
2018-09-08 04:00:00,30320,39,87.9,25.5
2018-09-08 05:00:00,30340,19,92.5,24.2
2018-09-08 06:00:00,30339,20,93.4,24.0
2018-09-08 07:00:00,30338,21,93.6,23.8
2018-09-08 08:00:00,30337,22,94.3,24.0
2018-09-08 09:00:00,30336,23,90.2,25.1
2018-09-08 10:00:00,30335,24,82.9,26.9
2018-09-08 11:00:00,30334,25,76.1,28.4
2018-09-08 12:00:00,30319,40,89.5,25.1
2018-09-08 13:00:00,30318,41,90.2,24.8
2018-09-08 14:00:00,30317,42,90.7,24.5
2018-09-08 15:00:00,30316,43,91.6,24.2
2018-09-08 16:00:00,30315,44,92.7,24.0
2018-09-08 17:00:00,30314,45,92.8,23.8
2018-09-08 18:00:00,30313,46,92.6,24.0
2018-09-08 19:00:00,30312,47,88.2,25.2
2018-09-08 20:00:00,30311,48,80.4,27.0
2018-09-08 21:00:00,28963,4,90.3,24.9
2018-09-08 22:00:00,28962,5,90.3,24.7
2018-09-08 23:00:00,29013,2,71.8,28.8
2018-09-09 00:00:00,29012,3,66.3,30.0
2018-09-09 01:00:00,29011,4,62.8,30.8
2018-09-09 02:00:00,29010,5,61.9,31.2
2018-09-09 03:00:00,29009,6,60.8,31.4
2018-09-09 04:00:00,29008,7,63.9,30.5
2018-09-09 05:00:00,29007,8,67.4,29.8
2018-09-09 06:00:00,29006,9,72.6,28.7
2018-09-09 07:00:00,29005,10,76.3,27.7
2018-09-09 08:00:00,29004,11,80.0,26.9
2018-09-09 09:00:00,28961,6,91.2,24.6
2018-09-09 10:00:00,29003,12,80.0,26.7
2018-09-09 11:00:00,29062,1,81.4,26.7
2018-09-09 12:00:00,29061,2,83.7,26.2
2018-09-09 13:00:00,29060,3,87.4,25.5
2018-09-09 14:00:00,28960,7,92.0,24.4
2018-09-09 15:00:00,28959,8,92.0,24.4
2018-09-09 16:00:00,28958,9,92.0,24.3
2018-09-09 17:00:00,28957,10,92.6,24.2
2018-09-09 18:00:00,28956,11,88.5,25.1
2018-09-09 19:00:00,28955,12,81.4,26.5
2018-09-09 20:00:00,29014,1,77.4,27.5
2018-09-09 21:00:00,29059,4,89.5,25.2
2018-09-09 22:00:00,29058,5,89.9,24.9
2018-09-09 23:00:00,29109,2,68.7,29.8
2018-09-10 00:00:00,29108,3,64.3,30.9
2018-09-10 01:00:00,29107,4,61.3,31.7
2018-09-10 02:00:00,29106,5,61.1,32.0
2018-09-10 03:00:00,29105,6,61.9,31.7
2018-09-10 04:00:00,29104,7,63.6,31.1
2018-09-10 05:00:00,29103,8,65.4,30.6
2018-09-10 06:00:00,29102,9,69.0,29.7
2018-09-10 07:00:00,29101,10,72.6,28.8
2018-09-10 08:00:00,29100,11,76.7,27.9
2018-09-10 09:00:00,29057,6,91.3,24.6
2018-09-10 10:00:00,29099,12,77.0,27.7
2018-09-10 11:00:00,29158,1,78.7,27.5
2018-09-10 12:00:00,29157,2,81.5,26.9
2018-09-10 13:00:00,29156,3,87.6,25.6
2018-09-10 14:00:00,29056,7,92.5,24.3
2018-09-10 15:00:00,29055,8,92.8,24.2
2018-09-10 16:00:00,29054,9,93.0,24.1
2018-09-10 17:00:00,29053,10,93.0,24.0
2018-09-10 18:00:00,29052,11,86.4,25.4
2018-09-10 19:00:00,29051,12,76.4,27.5
2018-09-10 20:00:00,29110,1,73.3,28.6
2018-09-10 21:00:00,29155,4,89.7,25.3
2018-09-10 22:00:00,29154,5,90.1,25.1
2018-09-10 23:00:00,29205,2,67.2,30.2
2018-09-11 00:00:00,29204,3,63.8,31.0
2018-09-11 01:00:00,29203,4,59.4,32.2
2018-09-11 02:00:00,29202,5,57.6,32.9
2018-09-11 03:00:00,29201,6,58.0,32.5
2018-09-11 04:00:00,29200,7,59.9,32.0
2018-09-11 05:00:00,29199,8,61.6,31.6
2018-09-11 06:00:00,29198,9,65.1,30.7
2018-09-11 07:00:00,29197,10,69.1,29.7
2018-09-11 08:00:00,29196,11,74.0,28.6
2018-09-11 09:00:00,29153,6,91.5,24.8
2018-09-11 10:00:00,29195,12,76.4,27.9
2018-09-11 11:00:00,29254,1,81.8,27.0
2018-09-11 12:00:00,29253,2,84.2,26.5
2018-09-11 13:00:00,29252,3,88.8,25.6
2018-09-11 14:00:00,29152,7,92.3,24.6
2018-09-11 15:00:00,29151,8,92.3,24.5
2018-09-11 16:00:00,29150,9,92.3,24.4
2018-09-11 17:00:00,29149,10,92.1,24.3
2018-09-11 18:00:00,29148,11,86.6,25.4
2018-09-11 19:00:00,29147,12,77.6,27.1
2018-09-11 20:00:00,29206,1,70.9,29.2
2018-09-11 21:00:00,29251,4,90.8,25.3
2018-09-11 22:00:00,29250,5,90.8,25.1
2018-09-11 23:00:00,29301,2,71.3,30.0
2018-09-12 00:00:00,29300,3,68.5,30.7
2018-09-12 01:00:00,29299,4,65.5,31.3
2018-09-12 02:00:00,29298,5,64.8,31.5
2018-09-12 03:00:00,29297,6,65.4,30.9
2018-09-12 04:00:00,29296,7,68.0,30.1
2018-09-12 05:00:00,29295,8,70.7,29.4
2018-09-12 06:00:00,29294,9,74.6,28.5
2018-09-12 07:00:00,29293,10,78.3,27.6
2018-09-12 08:00:00,29292,11,81.6,26.8
2018-09-12 09:00:00,29249,6,92.1,24.8
2018-09-12 10:00:00,29291,12,79.9,26.9
2018-09-12 11:00:00,29350,1,85.5,26.0
2018-09-12 12:00:00,29349,2,86.9,25.7
2018-09-12 13:00:00,29348,3,91.8,24.8
2018-09-12 14:00:00,29248,7,93.1,24.7
2018-09-12 15:00:00,29247,8,93.1,24.5
2018-09-12 16:00:00,29246,9,93.1,24.5
2018-09-12 17:00:00,29245,10,93.8,24.3
2018-09-12 18:00:00,29244,11,89.5,25.3
2018-09-12 19:00:00,29243,12,81.1,26.8
2018-09-12 20:00:00,29302,1,74.0,29.3
2018-09-12 21:00:00,29347,4,93.1,24.6
2018-09-12 22:00:00,29346,5,92.8,24.4
2018-09-12 23:00:00,29397,2,82.1,27.4
2018-09-13 00:00:00,29396,3,80.0,27.9
2018-09-13 01:00:00,29395,4,78.2,28.2
2018-09-13 02:00:00,29394,5,80.3,28.0
2018-09-13 03:00:00,29393,6,76.5,28.4
2018-09-13 04:00:00,29392,7,78.1,27.8
2018-09-13 05:00:00,29391,8,79.1,27.5
2018-09-13 06:00:00,29390,9,80.7,27.0
2018-09-13 07:00:00,29389,10,84.5,26.1
2018-09-13 08:00:00,29388,11,87.3,25.4
2018-09-13 09:00:00,29345,6,93.5,24.3
2018-09-13 10:00:00,29387,12,84.8,25.6
2018-09-13 11:00:00,29446,1,77.0,27.3
2018-09-13 12:00:00,29445,2,78.5,26.9
2018-09-13 13:00:00,29444,3,80.0,26.5
2018-09-13 14:00:00,29344,7,94.1,24.1
2018-09-13 15:00:00,29343,8,94.2,24.0
2018-09-13 16:00:00,29342,9,94.3,24.0
2018-09-13 17:00:00,29341,10,95.8,23.8
2018-09-13 18:00:00,29340,11,93.5,24.4
2018-09-13 19:00:00,29339,12,88.0,25.4
2018-09-13 20:00:00,29398,1,83.1,26.9
2018-09-13 21:00:00,29443,4,93.1,24.0
2018-09-13 22:00:00,29442,5,93.0,23.9
2018-09-13 23:00:00,29493,2,71.1,28.4
2018-09-14 00:00:00,29492,3,65.1,29.7
2018-09-14 01:00:00,29491,4,63.0,30.3
2018-09-14 02:00:00,29490,5,63.8,30.5
2018-09-14 03:00:00,29489,6,64.5,30.4
2018-09-14 04:00:00,29488,7,68.8,29.3
2018-09-14 05:00:00,29487,8,73.1,28.4
2018-09-14 06:00:00,29486,9,78.9,27.3
2018-09-14 07:00:00,29485,10,82.8,26.4
2018-09-14 08:00:00,29484,11,86.2,25.7
2018-09-14 09:00:00,29441,6,93.3,23.8
2018-09-14 10:00:00,29483,12,87.3,25.2
2018-09-14 11:00:00,29542,1,91.8,24.4
2018-09-14 12:00:00,29541,2,92.8,24.1
2018-09-14 13:00:00,29540,3,92.7,24.0
2018-09-14 14:00:00,29440,7,93.9,23.6
2018-09-14 15:00:00,29439,8,94.2,23.5
2018-09-14 16:00:00,29438,9,94.4,23.4
2018-09-14 17:00:00,29437,10,93.7,23.6
2018-09-14 18:00:00,29436,11,89.9,24.5
2018-09-14 19:00:00,29435,12,82.6,26.0
2018-09-14 20:00:00,29494,1,77.8,27.1
2018-09-14 21:00:00,29539,4,93.6,23.8
2018-09-14 22:00:00,29538,5,93.7,23.6
2018-09-14 23:00:00,29589,2,67.9,28.6
2018-09-15 00:00:00,29588,3,62.2,29.8
2018-09-15 01:00:00,29587,4,56.6,31.2
2018-09-15 02:00:00,29586,5,54.0,32.2
2018-09-15 03:00:00,29585,6,52.5,32.7
2018-09-15 04:00:00,29584,7,53.6,32.5
2018-09-15 05:00:00,29583,8,53.7,32.6
2018-09-15 06:00:00,29582,9,57.1,31.8
2018-09-15 07:00:00,29581,10,63.4,30.3
2018-09-15 08:00:00,29580,11,70.8,28.7
2018-09-15 09:00:00,29537,6,94.2,23.5
2018-09-15 10:00:00,29579,12,76.6,27.4
2018-09-15 11:00:00,29638,1,79.5,27.1
2018-09-15 12:00:00,29637,2,82.0,26.4
2018-09-15 13:00:00,29636,3,87.4,25.2
2018-09-15 14:00:00,29536,7,94.7,23.2
2018-09-15 15:00:00,29535,8,94.8,23.1
2018-09-15 16:00:00,29534,9,95.1,23.0
2018-09-15 17:00:00,29533,10,93.6,23.3
2018-09-15 18:00:00,29532,11,89.5,24.3
2018-09-15 19:00:00,29531,12,82.4,25.9
2018-09-15 20:00:00,29590,1,74.9,27.2
2018-09-15 21:00:00,31358,9,74.0,27.9
2018-09-15 22:00:00,31354,10,77.4,27.1
2018-09-15 23:00:00,31350,11,81.7,26.4
2018-09-16 00:00:00,31346,12,81.8,26.1
2018-09-16 01:00:00,31342,1,78.4,27.0
2018-09-16 02:00:00,31338,2,81.3,26.4
2018-09-16 03:00:00,31334,3,89.5,24.8
2018-09-16 04:00:00,31330,4,90.5,24.6
2018-09-16 05:00:00,31326,5,90.8,24.5
2018-09-16 06:00:00,31290,2,69.9,29.9
2018-09-16 07:00:00,31286,3,65.6,31.0
2018-09-16 08:00:00,31282,4,60.6,32.0
2018-09-16 09:00:00,31278,5,56.4,32.9
2018-09-16 10:00:00,31274,6,57.1,32.6
2018-09-16 11:00:00,31270,7,59.2,31.7
2018-09-16 12:00:00,31266,8,63.9,30.2
2018-09-16 13:00:00,31262,9,69.7,28.7
2018-09-16 14:00:00,31258,10,74.7,27.6
2018-09-16 15:00:00,31254,11,80.7,26.5
2018-09-16 16:00:00,31322,6,91.4,24.5
2018-09-16 17:00:00,31250,12,81.1,26.2
2018-09-16 18:00:00,31246,1,81.5,26.3
2018-09-16 19:00:00,31242,2,84.3,25.8
2018-09-16 20:00:00,31238,3,85.9,25.4
2018-09-16 21:00:00,31318,7,91.8,24.3
2018-09-16 22:00:00,31314,8,92.7,24.1
2018-09-16 23:00:00,31310,9,93.0,24.0
2018-09-17 00:00:00,31306,10,94.0,23.9
2018-09-17 01:00:00,31302,11,90.5,24.6
2018-09-17 02:00:00,31298,12,83.3,26.0
2018-09-17 03:00:00,31294,1,75.2,28.4
2018-09-17 04:00:00,31234,4,91.3,24.3
2018-09-17 05:00:00,31230,5,91.7,24.2
2018-09-17 06:00:00,31194,2,69.8,29.6
2018-09-17 07:00:00,31190,3,65.5,30.6
2018-09-17 08:00:00,31186,4,61.2,31.6
2018-09-17 09:00:00,31182,5,58.7,32.1
2018-09-17 10:00:00,31178,6,59.6,31.8
2018-09-17 11:00:00,31174,7,60.9,31.4
2018-09-17 12:00:00,31170,8,64.5,30.4
2018-09-17 13:00:00,31166,9,69.5,29.3
2018-09-17 14:00:00,31162,10,73.3,28.2
2018-09-17 15:00:00,31158,11,79.4,27.1
2018-09-17 16:00:00,31226,6,92.5,24.1
2018-09-17 17:00:00,31154,12,80.2,26.7
2018-09-17 18:00:00,31150,1,96.3,23.7
2018-09-17 19:00:00,31146,2,98.0,23.4
2018-09-17 20:00:00,31142,3,98.6,23.2
2018-09-17 21:00:00,31222,7,93.0,23.9
2018-09-17 22:00:00,31218,8,93.6,23.8
2018-09-17 23:00:00,31214,9,93.8,23.7
2018-09-18 00:00:00,31210,10,93.5,23.7
2018-09-18 01:00:00,31206,11,90.4,24.4
2018-09-18 02:00:00,31202,12,83.7,25.7
2018-09-18 03:00:00,31198,1,75.2,28.3
2018-09-18 04:00:00,31138,4,90.4,24.5
2018-09-18 05:00:00,31134,5,91.1,24.3
2018-09-18 06:00:00,31098,2,67.2,29.7
2018-09-18 07:00:00,31094,3,61.8,31.0
2018-09-18 08:00:00,31090,4,59.1,31.7
2018-09-18 09:00:00,31086,5,58.2,31.9
2018-09-18 10:00:00,31082,6,60.5,31.4
2018-09-18 11:00:00,31078,7,61.4,31.2
2018-09-18 12:00:00,31074,8,64.3,30.4
2018-09-18 13:00:00,31070,9,68.2,29.5
2018-09-18 14:00:00,31066,10,71.9,28.6
2018-09-18 15:00:00,31062,11,77.6,27.6
2018-09-18 16:00:00,31130,6,92.2,24.0
2018-09-18 17:00:00,31058,12,80.9,26.7
2018-09-18 18:00:00,31054,1,78.5,27.3
2018-09-18 19:00:00,31050,2,81.2,26.8
2018-09-18 20:00:00,31046,3,89.7,25.0
2018-09-18 21:00:00,31126,7,92.9,23.8
2018-09-18 22:00:00,31122,8,93.5,23.6
2018-09-18 23:00:00,31118,9,93.6,23.5
2018-09-19 00:00:00,31114,10,93.5,23.7
2018-09-19 01:00:00,31110,11,90.8,24.5
2018-09-19 02:00:00,31106,12,83.8,26.1
2018-09-19 03:00:00,31102,1,74.5,28.1
2018-09-19 04:00:00,31042,4,90.9,24.6
2018-09-19 05:00:00,31038,5,91.6,24.4
2018-09-19 06:00:00,31002,2,68.9,29.6
2018-09-19 07:00:00,30998,3,63.7,30.8
2018-09-19 08:00:00,30994,4,59.7,31.7
2018-09-19 09:00:00,30990,5,57.6,32.1
2018-09-19 10:00:00,30986,6,58.5,31.7
2018-09-19 11:00:00,30982,7,59.0,31.6
2018-09-19 12:00:00,30978,8,61.2,30.9
2018-09-19 13:00:00,30974,9,64.5,30.1
2018-09-19 14:00:00,30970,10,68.7,29.1
2018-09-19 15:00:00,30966,11,74.9,27.9
2018-09-19 16:00:00,31034,6,92.6,24.2
2018-09-19 17:00:00,30962,12,78.7,26.9
2018-09-19 18:00:00,30958,1,78.2,27.2
2018-09-19 19:00:00,30954,2,81.0,26.7
2018-09-19 20:00:00,30950,3,82.7,26.3
2018-09-19 21:00:00,31030,7,92.9,24.0
2018-09-19 22:00:00,31026,8,93.8,23.8
2018-09-19 23:00:00,31022,9,94.0,23.7
2018-09-20 00:00:00,31018,10,94.5,23.7
2018-09-20 01:00:00,31014,11,92.2,24.5
2018-09-20 02:00:00,31010,12,85.9,25.8
2018-09-20 03:00:00,31006,1,75.4,28.1
2018-09-20 04:00:00,30946,4,89.0,25.0
2018-09-20 05:00:00,30942,5,89.5,24.9
2018-09-20 06:00:00,30906,2,75.0,28.4
2018-09-20 07:00:00,30902,3,70.5,29.5
2018-09-20 08:00:00,30898,4,68.0,29.9
2018-09-20 09:00:00,30894,5,66.6,30.1
2018-09-20 10:00:00,30890,6,68.2,29.8
2018-09-20 11:00:00,30886,7,68.4,29.6
2018-09-20 12:00:00,30882,8,69.4,29.1
2018-09-20 13:00:00,30878,9,71.8,28.5
2018-09-20 14:00:00,30874,10,75.2,27.7
2018-09-20 15:00:00,30870,11,79.3,26.9
2018-09-20 16:00:00,30938,6,90.4,24.7
2018-09-20 17:00:00,30866,12,82.2,26.1
2018-09-20 18:00:00,30862,1,93.6,23.9
2018-09-20 19:00:00,30858,2,95.1,23.7
2018-09-20 20:00:00,30854,3,95.6,23.5
2018-09-20 21:00:00,30934,7,90.4,24.6
2018-09-20 22:00:00,30930,8,91.2,24.5
2018-09-20 23:00:00,30926,9,91.3,24.5
2018-09-21 00:00:00,30922,10,92.2,24.2
2018-09-21 01:00:00,30918,11,90.4,24.8
2018-09-21 02:00:00,30914,12,84.6,25.8
2018-09-21 03:00:00,30910,1,80.9,27.0
2018-09-21 04:00:00,30850,4,89.4,24.5
2018-09-21 05:00:00,30846,5,90.0,24.2
2018-09-21 06:00:00,30811,14,71.4,27.2
2018-09-21 07:00:00,30808,15,66.4,28.1
2018-09-21 08:00:00,30805,16,66.7,28.1
2018-09-21 09:00:00,30802,17,66.3,28.1
2018-09-21 10:00:00,30799,18,68.4,27.8
2018-09-21 11:00:00,30796,19,70.1,27.3
2018-09-21 12:00:00,30793,20,70.3,26.9
2018-09-21 13:00:00,30790,21,71.4,26.5
2018-09-21 14:00:00,30787,22,76.6,25.5
2018-09-21 15:00:00,30784,23,81.4,24.7
2018-09-21 16:00:00,30842,6,90.9,24.0
2018-09-21 17:00:00,30781,24,84.7,24.3
2018-09-21 18:00:00,30778,1,89.3,23.9
2018-09-21 19:00:00,30775,2,92.1,23.7
2018-09-21 20:00:00,30772,3,91.7,23.9
2018-09-21 21:00:00,30838,7,90.9,23.9
2018-09-21 22:00:00,30834,8,91.2,23.7
2018-09-21 23:00:00,30830,9,90.7,23.7
2018-09-22 00:00:00,30826,10,91.0,23.5
2018-09-22 01:00:00,30822,11,88.3,24.0
2018-09-22 02:00:00,30818,12,82.0,25.2
2018-09-22 03:00:00,30814,13,77.4,26.1
2018-09-22 04:00:00,30769,4,92.8,23.7
2018-09-22 05:00:00,30766,5,93.0,23.7
2018-09-22 06:00:00,30739,2,81.3,26.4
2018-09-22 07:00:00,30736,3,79.0,27.1
2018-09-22 08:00:00,30733,4,76.6,27.6
2018-09-22 09:00:00,30730,5,73.5,28.4
2018-09-22 10:00:00,30727,6,74.9,28.4
2018-09-22 11:00:00,30724,7,74.7,28.2
2018-09-22 12:00:00,30721,8,73.7,27.9
2018-09-22 13:00:00,30718,9,74.8,27.6
2018-09-22 14:00:00,30715,10,78.5,26.7
2018-09-22 15:00:00,30712,11,82.4,25.9
2018-09-22 16:00:00,30763,6,93.7,23.7
2018-09-22 17:00:00,30709,12,85.5,25.1
2018-09-22 18:00:00,30706,1,87.7,24.8
2018-09-22 19:00:00,30703,2,89.9,24.6
2018-09-22 20:00:00,30700,3,91.0,24.4
2018-09-22 21:00:00,30760,7,93.9,23.6
2018-09-22 22:00:00,30757,8,94.3,23.5
2018-09-22 23:00:00,30754,9,94.1,23.5
2018-09-23 00:00:00,30751,10,95.5,23.2
2018-09-23 01:00:00,30748,11,93.9,23.7
2018-09-23 02:00:00,30745,12,87.8,24.8
2018-09-23 03:00:00,30742,1,85.5,25.4
2018-09-23 04:00:00,30697,4,91.5,24.3
2018-09-23 05:00:00,30694,5,92.0,24.1
2018-09-23 06:00:00,30666,2,76.7,27.9
2018-09-23 07:00:00,30662,3,73.2,28.8
2018-09-23 08:00:00,30658,4,71.2,29.1
2018-09-23 09:00:00,30654,5,68.8,29.5
2018-09-23 10:00:00,30650,6,71.6,29.0
2018-09-23 11:00:00,30646,7,71.7,28.7
2018-09-23 12:00:00,30642,8,72.6,28.0
2018-09-23 13:00:00,30638,9,74.4,27.4
2018-09-23 14:00:00,30634,10,78.4,26.5
2018-09-23 15:00:00,30630,11,82.4,25.7
2018-09-23 16:00:00,30691,6,93.0,24.0
2018-09-23 17:00:00,30626,12,85.6,24.9
2018-09-23 18:00:00,30622,1,89.3,24.3
2018-09-23 19:00:00,30618,2,91.6,24.0
2018-09-23 20:00:00,30614,3,90.1,24.3
2018-09-23 21:00:00,30688,7,93.1,23.9
2018-09-23 22:00:00,30685,8,93.6,23.8
2018-09-23 23:00:00,30682,9,93.4,23.8
2018-09-24 00:00:00,30679,10,94.8,23.5
2018-09-24 01:00:00,30676,11,93.1,24.0
2018-09-24 02:00:00,30673,12,86.8,25.1
2018-09-24 03:00:00,30670,1,81.6,26.7
2018-09-24 04:00:00,30610,4,91.5,24.0
2018-09-24 05:00:00,30606,5,92.3,23.9
2018-09-24 06:00:00,30570,2,81.7,26.6
2018-09-24 07:00:00,30566,3,79.8,27.1
2018-09-24 08:00:00,30562,4,79.2,27.2
2018-09-24 09:00:00,30558,5,76.7,27.4
2018-09-24 10:00:00,30554,6,79.6,26.9
2018-09-24 11:00:00,30550,7,78.5,26.8
2018-09-24 12:00:00,30546,8,76.9,26.6
2018-09-24 13:00:00,30542,9,76.2,26.5
2018-09-24 14:00:00,30538,10,80.3,25.7
2018-09-24 15:00:00,30534,11,83.6,25.1
2018-09-24 16:00:00,30602,6,93.3,23.8
2018-09-24 17:00:00,30530,12,87.0,24.3
2018-09-24 18:00:00,30526,1,90.5,23.8
2018-09-24 19:00:00,30522,2,92.3,23.6
2018-09-24 20:00:00,30518,3,93.3,23.4
2018-09-24 21:00:00,30598,7,93.6,23.7
2018-09-24 22:00:00,30594,8,94.1,23.6
2018-09-24 23:00:00,30590,9,94.1,23.6
2018-09-25 00:00:00,30586,10,96.3,23.1
2018-09-25 01:00:00,30582,11,95.7,23.4
2018-09-25 02:00:00,30578,12,90.6,24.4
2018-09-25 03:00:00,30574,1,85.3,25.6
2018-09-25 04:00:00,30514,4,91.1,23.8
2018-09-25 05:00:00,30510,5,92.2,23.6
2018-09-25 06:00:00,30474,2,82.7,25.9
2018-09-25 07:00:00,30470,3,81.1,26.4
2018-09-25 08:00:00,30466,4,80.3,26.6
2018-09-25 09:00:00,30462,5,77.8,26.9
2018-09-25 10:00:00,30458,6,80.8,26.5
2018-09-25 11:00:00,30454,7,79.9,26.3
2018-09-25 12:00:00,30450,8,79.0,26.1
2018-09-25 13:00:00,30446,9,78.1,26.0
2018-09-25 14:00:00,30442,10,82.1,25.1
2018-09-25 15:00:00,30438,11,84.9,24.7
2018-09-25 16:00:00,30506,6,93.3,23.4
2018-09-25 17:00:00,30434,12,87.7,24.1
2018-09-25 18:00:00,31406,1,94.0,23.1
2018-09-25 19:00:00,31405,2,95.5,22.9
2018-09-25 20:00:00,31404,3,95.8,22.8
2018-09-25 21:00:00,30502,7,93.7,23.4
2018-09-25 22:00:00,30498,8,94.2,23.3
2018-09-25 23:00:00,30494,9,93.9,23.3
2018-09-26 00:00:00,30490,10,96.6,22.8
2018-09-26 01:00:00,30486,11,96.3,22.9
2018-09-26 02:00:00,30482,12,91.9,23.7
2018-09-26 03:00:00,30478,1,86.3,25.0
2018-09-26 04:00:00,31403,4,93.4,23.2
2018-09-26 05:00:00,31402,5,94.3,23.1
2018-09-26 06:00:00,31453,2,87.6,24.2
2018-09-26 07:00:00,31452,3,87.2,24.4
2018-09-26 08:00:00,31451,4,86.5,24.5
2018-09-26 09:00:00,31450,5,81.3,25.5
